i: 0 x: 0.902207 y: 0.832101 z: 0.174180 
i: 0 x: 0.850653 y: 0.863413 z: 0.983264 
i: 0 x: 0.717699 y: 0.452524 z: 0.849218 
i: 0 x: 0.403889 y: 0.927726 z: 0.366798 
i: 0 x: 0.124897 y: 0.986741 z: 0.749987 
i: 0 x: 0.655670 y: 0.473786 z: 0.945932 
i: 0 x: 0.987928 y: 0.162939 z: 0.718153 
i: 1 x: 0.430490 y: 0.265133 z: 0.494274 
i: 1 x: 0.819787 y: 0.518501 z: 0.061285 
i: 1 x: 0.241903 y: 0.086586 z: 0.428319 
i: 0 x: 0.472632 y: 0.988793 z: 0.260421 
i: 0 x: 0.646811 y: 0.839446 z: 0.123834 
i: 0 x: 0.630076 y: 0.557145 z: 0.576358 
i: 0 x: 0.479293 y: 0.961034 z: 0.504084 
i: 1 x: 0.846091 y: 0.085932 z: 0.490825 
i: 0 x: 0.596078 y: 0.741602 z: 0.964612 
i: 1 x: 0.542010 y: 0.729530 z: 0.127550 
i: 1 x: 0.260163 y: 0.160020 z: 0.392683 
i: 0 x: 0.754437 y: 0.979808 z: 0.911184 
i: 0 x: 0.815722 y: 0.221710 z: 0.997770 
i: 0 x: 0.244042 y: 0.694342 z: 0.986563 
i: 0 x: 0.504463 y: 0.341153 z: 0.826009 
i: 0 x: 0.628296 y: 0.971229 z: 0.383154 
i: 1 x: 0.204654 y: 0.450523 z: 0.344189 
i: 1 x: 0.708739 y: 0.296614 z: 0.430120 
i: 1 x: 0.199564 y: 0.892692 z: 0.171722 
i: 0 x: 0.164175 y: 0.434701 z: 0.901252 
i: 1 x: 0.291726 y: 0.694864 z: 0.061273 
i: 1 x: 0.684408 y: 0.449301 z: 0.041080 
i: 1 x: 0.595592 y: 0.265024 z: 0.262791 
i: 0 x: 0.593363 y: 0.509066 z: 0.957133 
i: 1 x: 0.579926 y: 0.013528 z: 0.298286 
i: 1 x: 0.405935 y: 0.641825 z: 0.269516 
i: 0 x: 0.789089 y: 0.846479 z: 0.720038 
i: 1 x: 0.133278 y: 0.555218 z: 0.016652 
i: 0 x: 0.563398 y: 0.754781 z: 0.909343 
i: 0 x: 0.735120 y: 0.918957 z: 0.344045 
i: 1 x: 0.636373 y: 0.210682 z: 0.038909 
i: 0 x: 0.697645 y: 0.895091 z: 0.488210 
i: 0 x: 0.738726 y: 0.490683 z: 0.753234 
i: 1 x: 0.001516 y: 0.084046 z: 0.262300 
i: 0 x: 0.958649 y: 0.663972 z: 0.275828 
i: 1 x: 0.256935 y: 0.069906 z: 0.917653 
i: 0 x: 0.526451 y: 0.858996 z: 0.764132 
i: 0 x: 0.246489 y: 0.992273 z: 0.319350 
i: 1 x: 0.263141 y: 0.555671 z: 0.074131 
i: 0 x: 0.172484 y: 0.290792 z: 0.993088 
i: 0 x: 0.516529 y: 0.927164 z: 0.203770 
i: 1 x: 0.555438 y: 0.624810 z: 0.098861 
i: 1 x: 0.043649 y: 0.363535 z: 0.589545 
i: 0 x: 0.796883 y: 0.365051 z: 0.673591 
i: 1 x: 0.059183 y: 0.323701 z: 0.337562 
i: 1 x: 0.335011 y: 0.580636 z: 0.407469 
i: 1 x: 0.252664 y: 0.107087 z: 0.266464 
i: 1 x: 0.016796 y: 0.353576 z: 0.258737 
i: 0 x: 0.336145 y: 0.616717 z: 0.814409 
i: 1 x: 0.410276 y: 0.789202 z: 0.105201 
i: 1 x: 0.403364 y: 0.305731 z: 0.032365 
i: 0 x: 0.607134 y: 0.861169 z: 0.657175 
i: 0 x: 0.705995 y: 0.904818 z: 0.020710 
i: 1 x: 0.295540 y: 0.701700 z: 0.385761 
i: 0 x: 0.969130 y: 0.760883 z: 0.709462 
i: 1 x: 0.306693 y: 0.095894 z: 0.290098 
i: 1 x: 0.714161 y: 0.348557 z: 0.397185 
i: 0 x: 0.980625 y: 0.365353 z: 0.750761 
i: 1 x: 0.239363 y: 0.701498 z: 0.367479 
i: 1 x: 0.053772 y: 0.111774 z: 0.156680 
i: 1 x: 0.158972 y: 0.515138 z: 0.462411 
